,Stock_Returns,Bond_Returns,Commodity_Returns
1978-04-18,-0.010799329550273629,0.00022136986301369863,
1978-04-19,0.004602379361781539,-0.0031567397532873296,
1978-04-20,0.007244835933879035,-0.00045258400677970095,
1978-04-21,-0.0021155550634638365,-0.001126442181580378,
1978-04-24,0.015157943191496992,-0.0006775809297673845,
1978-04-25,0.009084293380781094,0.00022410958904109588,
1978-04-26,0.0018625859510825737,-0.0024676714366661224,
1978-04-27,-0.009915297330082229,-0.0011194996989538479,
1978-04-28,0.010118936099801967,0.00022575342465753427,
1978-05-01,0.008674959434124663,0.0006772602739726027,
1978-05-02,-0.004300175865866396,-0.0004463031228620274,
1978-05-03,-0.0101799266197381,-0.0017874813677299056,
1978-05-04,-0.0034282341962517116,0.000898314362305967,
1978-05-05,0.006254544691049357,-0.0044592309747603955,
1978-05-08,-0.0035221831781846458,1.6372654076524887e-05,
1978-05-09,-0.00301487585161464,0.0008981680257484862,
1978-05-10,0.00020851556567502705,0.00022849315068493152,
1978-05-11,0.01334444123990064,0.00022849315068493152,
1978-05-12,0.008950645821987901,-0.001109132622057725,
1978-05-15,0.007035815678121837,0.0013562300856495022,
1978-05-16,0.005974041364203098,0.0008981680257484862,
1978-05-17,0.002516356354702154,0.0008981883506572182,
1978-05-18,-0.00983931468426369,-0.0024458574918670407,
1978-05-19,-0.005069965383035169,-0.0004389105726800417,
1978-05-22,0.009885788464701006,0.0006887671232876712,
1978-05-23,-0.010495441765751012,0.0008981082085832263,
1978-05-24,-0.009892923921594243,-0.0011065495460591116,
1978-05-25,-0.002884206572061565,-0.0004377761519450884,
1978-05-26,-0.002272739811645441,-0.001103969930825506,
1978-05-31,0.0068336717767862876,0.0011534246575342466,
1978-06-01,0.0011312280210626913,0.0008980311476303704,
1978-06-02,0.00811505832470405,0.001566275573456372,
1978-06-05,0.01844301579224039,0.0013578146822688607,
1978-06-06,0.0037018785180518154,0.0008981082085832263,
1978-06-07,-0.001993590000504253,0.00022931506849315067,
1978-06-08,0.0008988846925865879,-0.0004389105726800417,
1978-06-09,-0.00279412016620062,-0.0017724496072751169,
1978-06-12,-0.003802634366631641,0.0013588720423560472,
1978-06-13,0.00020087034106874846,-0.00043720922982237324,
1978-06-14,-0.0009038499363910324,0.00023041095890410958,
1978-06-15,-0.01145966003793375,0.00023041095890410958,
1978-06-16,-0.009355279674652883,-0.001103110826717962,
1978-06-19,0.0007185351687528652,-0.0006394759599145307,
1978-06-20,-0.010052269453410867,-0.00109967824036715,
1978-06-21,-0.005180810164051364,-0.0017621000767097878,
1978-06-22,0.0023955392398880004,0.00023287671232876715,
1978-06-23,-0.004052362825282874,-0.003083448335630989,
1978-06-26,-0.013041210431917638,-0.0019456834859814685,
1978-06-27,0.004016964999385753,0.0008977377861653262,
1978-06-28,0.004421964140883139,0.0008977535203640238,
1978-06-29,0.0017819514279482362,0.00023479452054794522,
1978-06-30,-0.00041855096426779426,-0.0030713974075814755,
1978-07-03,-0.004605908583991347,0.0026948105596916083,
1978-07-05,-0.0086234065243882,-0.0015130302253707141,
1978-07-06,0.000530423820286563,0.00023616438356164382,
1978-07-07,0.006043253781472302,-0.0024041735025711825,
1978-07-10,0.004004608028898682,-0.0006072364666086502,
1978-07-11,0.0069277179108351294,0.0002378082191780822,
1978-07-12,0.003231497525357785,0.0008976046830522338,
1978-07-13,0.00010392909863354838,-0.00042197439768799775,
1978-07-14,0.013818200842126593,0.0002378082191780822,
1978-07-17,0.002049569015057484,0.0026945426597009617,
1978-07-18,-0.009306566210629974,0.0015588855499420412,
1978-07-19,0.012903891447903382,0.0008976767417903121,
1978-07-20,-0.0009172845981019195,-0.0024041735025711825,
1978-07-21,-0.0028562560724626485,-0.0004225361899016599,
1978-07-24,-0.00030689288283247684,0.0007126027397260273,
1978-07-25,0.007368002575818489,0.00023753424657534247,
1978-07-26,0.006501415824622603,0.0008976187181085491,
1978-07-27,0.004642703633141121,0.005536422837268259,
1978-07-28,0.004621248545728207,0.0022248635219266275,
1978-07-31,0.006800003051757875,3.9764802470683295e-05,
1978-08-01,-0.00019861584233005214,0.001561631118883911,
1978-08-02,0.022451762612906156,0.006898657789884085,
1978-08-03,0.005732646500018923,0.0035708944130926515,
1978-08-04,0.0039609315452939775,0.0008980886548716005,
1978-08-07,-0.0035603841773167444,0.002026392896030772,
1978-08-08,0.004442289434243074,0.0008981478938686804,
1978-08-09,0.004711064837088941,0.0008981680257484862,
1978-08-10,-0.008038242467852896,-0.007099446546653539,
1978-08-11,0.002894032527156254,0.0008979753680296154,
1978-08-14,9.621139205995277e-05,2.7522294015337343e-05,
1978-08-15,-0.0011542054936336532,-0.00043437749556617165,
1978-08-16,0.007703447891308057,-0.005737604264409797,
1978-08-17,0.004108937399962098,0.004891353126293106,
1978-08-18,-0.003330781005160377,0.0015640974568855459,
1978-08-21,-0.008020662086893227,0.004032073546371474,
1978-08-22,0.004042719909642889,0.00023041095890410958,
1978-08-23,0.0057521437787262375,0.006260318174896057,
1978-08-24,0.001620419054533917,-0.0017793751884554673,
1978-08-25,-0.0017129834605940086,0.0008981680257484862,
1978-08-28,-0.008960938300600074,1.6372654076524887e-05,
1978-08-29,-0.005482875142785115,-0.0011082712116870005,
1978-08-30,0.0010639385917490252,-0.0031059522243241503,
1978-08-31,-0.0020289766615715354,0.0022344818533351317,
1978-09-01,0.003775770996143013,0.0008980886548716005,
1978-09-05,0.007812476429490456,0.0035959597742272658,
1978-09-06,0.008517555822029843,-0.0004406136472933379,
1978-09-07,0.0003795873654384163,0.0008981680257484862,
1978-09-08,0.012995662781045247,0.00022849315068493152,
1978-09-11,0.001779215654811539,0.0026963325761389053,
1978-09-12,9.342406545442827e-05,0.0015694198796231225,
1978-09-13,-0.006075348526565549,-0.0004434559645414668,
1978-09-14,-0.011660691240100274,-0.001112582121057374,
1978-09-15,-0.009324412385984693,-0.0017793751884554673,
1978-09-18,-0.00873995042359188,-0.0006507369651116582,
1978-09-19,-0.006588511880706749,-0.0004389105726800417,
1978-09-20,-0.0078025498087181955,-0.005097485717952921,
1978-09-21,0.0016710720862640471,-0.003090355446376554,
1978-09-22,-0.0005888634650612623,-0.0030817239328522848,
1978-09-25,0.00019642844835310314,0.0007035616438356164,
1978-09-26,0.007461242211628694,0.002226057801963,
1978-09-27,-0.009354892406730486,-0.00042985665533236644,
1978-09-28,0.0029509680460015897,0.000233972602739726,
1978-09-29,0.005688523305832582,-0.001091977244373924,
1978-10-02,0.004095944657649397,-0.0006212289969882976,
1978-10-03,-0.0034965094556401732,0.0008977535203640238,
1978-10-04,0.0044834219426297395,-0.0010894170854565432,
1978-10-05,0.002037639136885039,-0.0004264740090810066,
1978-10-06,0.0024208386571762386,0.0015604070791799675,
1978-10-10,0.009080394821179727,0.0009402739726027397,
1978-10-11,0.008902932350437043,0.0015610183402641128,
1978-10-12,-0.004839189099383967,0.003556656816239901,
1978-10-13,-0.0020975743427703586,-0.0004309857224206825,
1978-10-16,-0.01958726332913352,-0.003934466648412915,
1978-10-17,-0.013156597467020248,-0.0004264740090810066,
1978-10-18,-0.0076042292733216055,-0.0010868603328956926,
1978-10-19,-0.011543397923914789,-0.001085157719618834,
1978-10-20,-0.013893132561898835,-0.0010834566142992898,
1978-10-23,0.002348171149562539,0.0007117808219178082,
1978-10-24,-0.007027932769010925,0.0015585823771528586,
1978-10-25,-0.001846346385475428,-0.00042366033862170773,
1978-10-26,-0.01315382603443338,-0.004371528401917851,
1978-10-27,-0.014995339578372513,-0.0037009404393032494,
1978-10-30,0.004968825868479909,-0.005816271305792674,
1978-10-31,-0.020092531893213472,-0.004968915870235242,
1978-11-01,0.03972084688816957,0.020048013598051438,
1978-11-02,-0.012803282223085022,-0.004369246258124218,
1978-11-03,0.005961716255469929,-0.008267500340000657,
1978-11-06,-0.010293178006116732,0.0013828635167529874,
1978-11-08,-0.00777398334052537,-0.00016942837178095786,
1978-11-09,-0.000317615460732279,-0.0004113358778081716,
1978-11-10,0.003706825682148862,0.0008973735772600768,
1978-11-13,-0.017305048514723365,0.0026938606233084545,
1978-11-14,-0.006872107897812119,0.0008974166399516154,
1978-11-15,0.0023786487813219903,0.0041849208713468245,
1978-11-16,0.010786323049025714,0.002873436973307202,
1978-11-17,0.00757655630572196,0.00023890410958904114,
1978-11-20,0.008790530048195633,0.0007167123287671233,
1978-11-21,-0.002519662611753626,-0.0030457294175854108,
1978-11-22,0.004946860437169631,0.00024027397260273971,
1978-11-24,0.00324672756278499,-0.0054086909624661995,
1978-11-27,0.002087868737140397,0.0007282191780821917,
1978-11-28,-0.008750873597088371,0.00024273972602739723,
1978-11-29,-0.014713625889938964,0.00024273972602739723,
1978-11-30,0.010133300781250076,0.00024273972602739723,
1978-12-01,0.016684285976463542,0.00417915626216181,
1978-12-04,-0.0013501999903008377,-0.0005877099922319978,
1978-12-05,0.013416545970414084,-0.0017222891803959485,
1978-12-06,0.0005130892971123568,0.00024246575342465752,
1978-12-07,-0.004205518942443365,-0.0023715646841756767,
1978-12-08,-0.004635399352586056,-0.00040966224563158623,
1978-12-11,0.004967436309397444,0.0007315068493150685,
1978-12-12,-0.005354796305145015,-0.0010614783904462498,
1978-12-13,-0.005487098036973115,-0.0036613810321152957,
1978-12-14,-0.00020816826540315247,0.0015490782826273592,
1978-12-15,-0.0073927434163306716,-0.002356107838235902,
1978-12-18,-0.019825861254024968,-0.0076680110296614016,
1978-12-19,0.008561594621799617,-0.0003963326901140922,
1978-12-20,0.004668956402591462,-0.0010414121689621332,
1978-12-21,0.00031684388677843955,0.000250958904109589,
1978-12-22,0.016893659482501322,0.0034874999266845683,
1978-12-26,0.012563587531362108,-0.00029514184439475384,
1978-12-27,-0.00881863218376322,0.0008971655000094954,
1978-12-28,-0.003931355973675221,-0.0023337832420339665,
1978-12-29,-0.0017656644277177502,0.0008971494337537973,
1979-01-02,0.006450970165900127,-0.0009333227993363158,
1979-01-03,0.011061714645826282,0.0015433299771813113,
1979-01-04,0.007975447392206014,0.0034874999266845683,
1979-01-05,0.005579178455543676,0.0008971771180488667,
1979-01-08,-0.0033289035690836632,-0.0018379335001823963,
1979-01-09,0.005364359948645259,-0.0010414121689621332,
1979-01-10,-0.005637825205528135,0.000250958904109589,
1979-01-11,0.003341114126461431,0.0008971494337537973,
1979-01-12,0.008375397011448404,0.0008971546079220893,
1979-01-15,0.007605345080651471,0.0001050423470681204,
1979-01-16,-0.012215744633131354,-0.0003952266324262721,
1979-01-17,0.00020112882209000205,-0.0010397494461328865,
1979-01-18,0.002412523679843792,0.0002515068493150685,
1979-01-19,0.0003008301136147029,0.0021900784382479156,
1979-01-22,0.0015037746955279818,0.0026931403356447023,
1979-01-23,0.007006976351855654,0.0015450391676045826,
1979-01-24,-0.004373705951147722,0.001545611803081127,
1979-01-25,0.010283533762354802,0.006758374779552853,
1979-01-26,0.006621189374249381,0.00350789658255708,
1979-01-29,-0.003043368905715882,-0.0012206037253109018,
1979-01-30,-0.004923682766854842,0.0008972875088799816,
1979-01-31,-0.011083648815016556,0.00024520547945205474,
1979-02-01,0.00030019793060409583,0.0008972963343539758,
1979-02-02,-0.004601831619505337,0.003512469553849511,
1979-02-05,-0.014170891076476178,-0.0031801634094436077,
1979-02-06,-0.0004077203346510849,-0.003006778633411372,
1979-02-07,-0.009076995022413548,-0.005584237838018531,
1979-02-08,0.005043205488892255,0.00024904109589041093,
1979-02-09,0.0022529566540234747,-0.0010455753131397585,
1979-02-13,0.010830668528113208,0.0009983561643835616,
1979-02-14,-0.0006064647569864468,-0.0003974394726121241,
1979-02-15,-0.0014159945965337428,0.0002498630136986301,
1979-02-16,-0.0006077705454070603,0.0008971712182134926,
1979-02-20,0.00760109469867265,0.0003513276506755471,
1979-02-21,-0.0035204031439061145,-0.001688708575234217,
1979-02-22,-0.007469444494287103,-0.0029733026127024232,
1979-02-23,-0.005593440877818767,-0.00039246465177618394,
1979-02-26,-0.0011249806885337277,0.0014017838102118063,
1979-02-27,-0.015767389622179717,0.0008971305462565496,
1979-02-28,0.0015604028936302416,0.0015430463801968837,
1979-03-01,0.006439579917353999,0.00025123287671232876,
1979-03-02,0.0007223910600819838,0.0008971444406455612,
1979-03-05,0.011240551966270385,0.003989417734903746,
1979-03-06,-0.0019375363730576023,-0.0016898199881504958,
1979-03-07,0.005824049032675971,0.0028407632667160148,
1979-03-08,0.01158065178154577,0.00024931506849315067,
1979-03-09,-0.0004016962722616091,-0.000397993136021934,
1979-03-12,0.0013059800303627522,0.0007487671232876711,
1979-03-13,0.0017056102344574775,0.0002495890410958904,
1979-03-14,-0.0013020558712564245,-0.0003974394726121241,
1979-03-15,0.0015043779686712,-0.001043076339132294,
1979-03-16,0.008311654576223182,0.0015444679863203608,
1979-03-19,0.0036745963672293325,0.0007495890410958903,
1979-03-20,-0.005541238592144948,-0.00039688599069058315,
1979-03-21,0.00746268656716409,0.0002501369863013699,
1979-03-22,0.00414813006365744,0.0008971655000094954,
1979-03-23,-0.0006884990270964453,0.0002498630136986301,
1979-03-26,-0.005511787076811658,0.0007495890410958903,
1979-03-27,0.01425180550631766,0.0008971712182134926,
1979-03-28,-0.0035128864028008966,0.0028433041830314056,
1979-03-29,-0.0008813549242503438,0.0008972025365625088,
1979-03-30,-0.004312481100367638,-0.0029883218444930093,
1979-04-02,-0.0067919562642445586,0.0007487671232876711,
1979-04-03,0.014866203937720313,0.0008971771180488667,
1979-04-04,0.002441406213620212,0.0008971831996581698,
1979-04-05,0.005942528994485885,0.0015458986668579464,
1979-04-06,-0.0007747610827001372,-0.0016942710801737752,
1979-04-09,-0.003004434557829727,-0.0018379335001823963,
1979-04-10,0.00456881091435779,-0.0016864873785145036,
1979-04-11,-0.009967087437559918,-0.0016831596498132792,
1979-04-12,-0.003029983051423768,0.0002520547945205479,
1979-04-16,-0.008627424053117339,0.0016532949298181934,
1979-04-17,0.001186660541220741,0.0021895155137170615,
1979-04-18,0.004543649685686768,0.0008971494337537973,
1979-04-19,-0.004129775629777677,0.00025068493150684934,
1979-04-20,-0.000493635692790928,-0.0023296180754371577,
1979-04-23,0.003358651848422989,-0.0005336964268402612,
1979-04-24,0.006202591860892559,-0.0016787302508938684,
1979-04-25,0.002935450691938346,0.000897114546618587,
1979-04-26,-0.004780466963605234,-0.002318542689376921,
1979-04-27,-0.0020586126857659037,-0.002953390501661003,
1979-04-30,-0.0003929362900608746,-0.0011559088871834298,
1979-05-01,-0.0007861814993633809,-0.00038420567033296837,
1979-05-02,0.0003934000335099608,0.0015382803174373949,
1979-05-03,0.0008847457413547755,-0.002303388947180695,
1979-05-04,-0.011000836303359351,-0.0003825586977788926,
1979-05-07,-0.01658561682240156,0.0007717808219178082,
1979-05-08,0.00151486094692177,0.0008970801135075857,
1979-05-09,0.002924280738952012,0.0015377264091595315,
1979-05-10,-0.009451060225808883,0.0002564383561643836,
1979-05-11,0.0,0.0015382803174373949,
1979-05-14,-0.0046690935865457694,0.0033357711358660527,
1979-05-15,0.0008158457377778205,-0.0010281507212122575,
1979-05-16,0.0028530546264340373,0.0008970911746690707,
1979-05-17,0.015444059141839661,0.004760872868524308,
1979-05-18,-0.0001000814087065427,0.000897114546618587,
1979-05-21,0.002101461861616638,0.00011494379764721233,
1979-05-22,0.0036948546918034175,0.006068865451730048,
1979-05-23,-0.006168567639086131,0.005438115215377658,
1979-05-24,0.00040044965233509977,0.0008972025365625088,
1979-05-25,0.0029020405748194644,0.0034987948077598685,
1979-05-29,-0.0016962499189253633,0.0009873972602739726,
1979-05-31,-0.009695164328993866,-0.0027498482992508997,
1979-06-01,0.0009083199054040758,0.0008972093467010489,
1979-06-04,0.0015125696142836986,9.512623056077887e-05,
1979-06-05,0.013089036002338572,0.002847553627545001,
1979-06-06,0.006758102629836005,0.003503338349332749,
1979-06-07,0.004837096238972105,0.005473814299857981,
1979-06-08,-0.0029472742809657504,-0.00040966224563158623,
1979-06-11,0.0041383959718239716,-0.0018768565702928378,
1979-06-12,0.009223773704575056,0.010090256466086937,
1979-06-13,-0.005250373588126189,-0.0023800333424937605,
1979-06-14,-0.001075169709475965,-0.0023743846071230972,
1979-06-15,-0.0010763269436032674,-0.005620715285521636,
1979-06-18,-0.005191485927207973,0.0013882464129895706,
1979-06-19,0.00019696999745777433,0.00024520547945205474,
1979-06-20,0.0004921778052970893,0.0008972963343539758,
1979-06-21,0.004526213685961622,0.0008973053439087207,
1979-06-22,0.005387433357695981,-0.0030101462938861264,
1979-06-25,-0.005358564448834979,0.003999951377077628,
1979-06-26,-0.0042118982388645865,0.007455144683303386,
1979-06-27,0.006000324207979357,0.001553782680994502,
1979-06-28,0.0051824232530406356,0.00024109589041095892,
1979-06-29,0.001070044816012139,-0.00041468814381043716,
1979-07-02,-0.008939906380341367,0.004010173785483158,
1979-07-03,0.0009804733426375112,-0.00041692670543493483,
1979-07-05,0.003330433729861637,-0.001487660322861838,
1979-07-06,0.011617713930106355,-0.0010699017730539156,
1979-07-09,0.008203034661173447,-0.0018925080076714436,
1979-07-10,-0.0025845148780129223,-0.0036732022946268645,
1979-07-11,-0.005374256957722423,-0.0030118315000174584,
1979-07-12,-0.009166315648754031,0.0015493695383079085,
1979-07-13,-0.0036031038833906903,0.0008972963343539758,
1979-07-16,0.004104751467923995,-0.0025185989915597934,
1979-07-17,-0.008857271283200463,-0.0010539288820079682,
1979-07-18,-0.0013748344017582292,-0.0010522552483695762,
1979-07-19,-0.0007867226780802206,-0.0004018738735775197,
1979-07-20,0.0020667166933494574,0.0041534358266357325,
1979-07-23,-0.002258921210203879,-0.0025096792168144626,
1979-07-24,0.003740573841036321,-0.00169873089735887,
1979-07-25,0.010885560430160979,0.004802970095032759,
1979-07-26,0.00019399148924326148,0.0015487873945276645,
1979-07-27,0.0,-0.003003414637170977,
1979-07-30,0.00048499565953297186,9.181758129455275e-05,
1979-07-31,0.006398410304911728,0.0015476275121449545,
1979-08-01,0.0034678799616421063,0.001548206719911322,
1979-08-02,-0.0006719755789060811,0.005469824203434983,
1979-08-03,-0.0005763454320190098,-0.00040854741440131805,
1979-08-06,0.002499059342008003,0.001386091039127892,
1979-08-07,0.01294341739809135,0.0002441095890410959,
1979-08-08,0.0031235383463183997,-0.0010606380850776043,
1979-08-09,-0.004623565556171494,-0.002360314515082504,
1979-08-10,0.008626444976182146,-0.0017054370430605438,
1979-08-13,0.009586434477806938,0.0007397260273972601,
1979-08-14,0.0009309111508624124,0.0015484968737186121,
1979-08-15,0.006789465957267371,-0.0010547662478850744,
1979-08-16,-0.001478093876299047,0.0002465753424657534,
1979-08-17,0.0019428876027594022,-0.00040353978346995955,
1979-08-20,0.0048938020716728925,9.07143328397771e-05,
1979-08-21,0.0007351082395357089,-0.0010514189800315296,
1979-08-22,0.0007344982000765388,0.0002476712328767123,
1979-08-23,-0.0033030609909868724,-0.00040131893574214475,
1979-08-24,-0.0002761555744762445,-0.005570281882259484,
1979-08-27,0.004972384190742085,0.0020452899041285798,
1979-08-28,-0.0010995303944761892,-0.001688708575234217,
1979-08-29,0.0,0.0008971546079220893,
1979-08-30,0.0,-0.004261225165173458,
1979-08-31,0.002751816740006241,-0.0016787302508938684,
1979-09-04,-0.017197194096836177,-0.004119178227315006,
1979-09-05,-0.009679829596937362,0.0002553424657534247,
1979-09-06,0.004229294565684105,-0.001666593818690279,
1979-09-07,0.007580769298601853,0.0008970853641982606,
1979-09-10,0.004737084241948963,-0.0005130688749126231,
1979-09-11,-0.0061014703141996085,0.007333937320676758,
1979-09-12,0.002883429936136883,-0.0029567002212027064,
1979-09-13,0.0002782301927450881,-0.0023088894019978557,
1979-09-14,0.008437678952102567,0.0034673975185386847,
1979-09-17,0.000735511218177054,-0.004357197218059942,
1979-09-18,-0.007717717439854388,0.0008970823826619575,
1979-09-19,0.002592581289785789,0.003465181900742169,
1979-09-20,0.020594785575117402,0.0015396713361826861,
1979-09-21,-0.0003619664713971904,0.0021839160494954517,
1979-09-24,-0.007784924421548656,-0.004366271954681087,
1979-09-25,0.0006386250746686084,0.0015388356527191067,
1979-09-26,0.002552869971898186,-0.0023061377498252464,
1979-09-27,0.002273554038573211,-0.0048489493204647745,
1979-09-28,-0.00807548677108938,0.00025863013698630135,
1979-10-01,-0.006952086885767317,-0.0036779347234932344,
1979-10-02,0.009487829794220026,0.0028099585880722133,
1979-10-03,0.0,-0.0016501482980146615,
1979-10-04,0.005292470576113706,-0.004814579083375584,
1979-10-05,0.009984555617712276,-0.001005162607566933,
1979-10-09,-0.041700364245832566,-0.019571752318576646,
1979-10-10,-0.01247298354982862,-0.00965978277644284,
1979-10-11,-0.0023741689720285786,-0.004672713869097215,
1979-10-12,-0.0053308440906219,0.0015169640921281363,
1979-10-15,-0.01081440593855898,-0.00900578616900817,
1979-10-16,-0.0016447191170806397,0.0027466229140829445,
1979-10-17,0.0019381426835003435,0.004606395865126296,
1979-10-18,0.0021278771834982724,-0.012581378322742526,
1979-10-19,-0.019399692350061115,-0.016064155793324698,
1979-10-22,-0.008759836643847274,-0.015880523902444283,
1979-10-23,-0.0042696883038904065,-0.0032818682068688747,
1979-10-24,0.0015955690472386763,0.011735275571797966,
1979-10-25,-0.004380749011460239,-0.008673515354623606,
1979-10-26,0.005699996948242081,0.019080154692575173,
1979-10-29,0.001392059163500603,-0.005756128353795166,
1979-10-30,0.01946181215659304,0.0021066380245444286,
1979-10-31,-0.00827893726775375,0.0021080847106322814,
1979-11-01,0.007365939916007758,-0.0039256154516302474,
1979-11-02,-0.0005849425638321248,-0.0027119095537701168,
1979-11-05,-0.0067310743052104716,0.0002897040203317647,
1979-11-07,-0.01915141380953389,-0.008368266315750909,
1979-11-08,0.004305600213778904,0.002695417308959767,
1979-11-09,0.01206379907933064,0.01725516714437142,
1979-11-13,0.014087284751079565,0.00420440423058863,
1979-11-14,0.004371448781520293,-0.006953949358451688,
1979-11-15,0.007157344696179679,0.00818620290226257,
1979-11-16,-0.003265114250057932,-0.008757968865215278,
1979-11-19,0.004239352900327731,-0.0009223186561152298,
1979-11-20,-0.005180858660035925,0.0015019112573526668,
1979-11-21,0.0019287968322230231,0.00331668826801841,
1979-11-23,0.007507929385690115,0.014004762887516516,
1979-11-26,0.02034971739824165,0.009452151563584175,
1979-11-27,-0.00393263844886127,0.008302756121845582,
1979-11-28,0.003666097008062419,-0.007694316862858384,
1979-11-29,0.000374645656879391,0.0021267871403818058,
1979-11-30,-0.0060855155073643585,-0.0021694852539582057,
1979-12-03,-0.0031085325892135085,-0.0028167447172361597,
1979-12-04,0.00907114303943013,0.007662945189044006,
1979-12-05,0.004307510820573235,0.0033629361768503113,
1979-12-06,0.006993006993007089,0.008957038216581288,
1979-12-07,-0.004444475527162872,-0.010181904607809263,
1979-12-10,0.00139510352085348,0.002694693212959635,
1979-12-11,-0.001671777730443913,-0.01133021183251564,
1979-12-12,0.000279084378947525,-0.00701025796250391,
1979-12-13,0.00139510352085348,0.00455885045798313,
1979-12-14,0.011609547889456007,0.00395630005200784,
1979-12-17,0.0037642643132753673,0.0026953938399117286,
1979-12-18,-0.009421007610413423,0.0051992862556300215,
1979-12-19,-0.0009234173656286204,0.0008977720885659044,
1979-12-20,0.0005545766144243736,-0.0027829524578586607,
1979-12-21,-0.006188858166626843,-0.0003285519263255326,
1979-12-24,0.0006506861846047318,-0.002814382243788773,
1979-12-26,0.0011145747083949331,-0.001259266792705502,
1979-12-27,0.0016700715087627493,0.0015093950450951869,
1979-12-28,-0.0011115482363809326,0.0033486778133081296,
1979-12-31,0.0009273563326381851,0.005771491777021052,
1980-01-02,-0.02019640778087961,-0.009805861795326307,
1980-01-03,-0.005105908704802764,-0.005787935188069799,
1980-01-04,0.012355021928164511,-0.003345817750544354,
1980-01-07,0.0027225021091494828,0.0026965603465724007,
